/home/jck/vulture-test/keystone/keystone/api/_shared/EC2_S3_Resource.py:39: unused variable 'cred_ref' (100% confidence, 1 line)
/home/jck/vulture-test/keystone/keystone/common/rbac_enforcer/enforcer.py:451: unused method 'policy_enforcer_action' (60% confidence, 16 lines)
/home/jck/vulture-test/keystone/keystone/api/projects.py:184: unused method 'patch' (60% confidence, 17 lines)
/home/jck/vulture-test/keystone/keystone/api/regions.py:64: unused method 'put' (60% confidence, 17 lines)
/home/jck/vulture-test/keystone/keystone/api/users.py:231: unused method 'post' (60% confidence, 17 lines)
/home/jck/vulture-test/keystone/keystone/auth/plugins/application_credential.py:25: unused class 'ApplicationCredential' (60% confidence, 17 lines)
/home/jck/vulture-test/keystone/keystone/cmd/doctor/tokens.py:19: unused function 'symptom_unreasonable_max_token_size' (60% confidence, 17 lines)
/home/jck/vulture-test/keystone/keystone/api/auth.py:306: unused method 'post' (60% confidence, 18 lines)
/home/jck/vulture-test/keystone/keystone/api/domains.py:233: unused method 'put' (60% confidence, 18 lines)
/home/jck/vulture-test/keystone/keystone/cmd/doctor/credential.py:22: unused function 'symptom_unique_key_repositories' (60% confidence, 18 lines)
/home/jck/vulture-test/keystone/keystone/common/utils.py:144: unused function 'setup_remote_pydev_debug' (60% confidence, 19 lines)
/home/jck/vulture-test/keystone/keystone/api/credentials.py:185: unused method 'patch' (60% confidence, 20 lines)
/home/jck/vulture-test/keystone/keystone/api/auth.py:417: unused method 'post' (60% confidence, 21 lines)
/home/jck/vulture-test/keystone/keystone/api/credentials.py:150: unused method 'post' (60% confidence, 21 lines)
/home/jck/vulture-test/keystone/keystone/cmd/doctor/caching.py:39: unused function 'symptom_connection_to_memcached' (60% confidence, 22 lines)
/home/jck/vulture-test/keystone/keystone/api/domains.py:108: unused method 'post' (60% confidence, 23 lines)
/home/jck/vulture-test/keystone/keystone/api/projects.py:287: unused method 'put' (60% confidence, 23 lines)
/home/jck/vulture-test/keystone/keystone/api/discovery.py:59: unused function 'get_versions' (60% confidence, 26 lines)
/home/jck/vulture-test/keystone/keystone/auth/plugins/token.py:32: unused class 'Token' (60% confidence, 27 lines)
/home/jck/vulture-test/keystone/keystone/oauth1/validator.py:206: unused method 'save_verifier' (60% confidence, 27 lines)
/home/jck/vulture-test/keystone/keystone/api/projects.py:155: unused method 'post' (60% confidence, 28 lines)
/home/jck/vulture-test/keystone/keystone/api/users.py:381: unused method 'post' (60% confidence, 28 lines)
/home/jck/vulture-test/keystone/keystone/api/roles.py:119: unused method 'patch' (60% confidence, 29 lines)
/home/jck/vulture-test/keystone/keystone/auth/plugins/mapped.py:36: unused class 'Mapped' (60% confidence, 32 lines)
/home/jck/vulture-test/keystone/keystone/cmd/doctor/ldap.py:61: unused function 'symptom_LDAP_file_based_domain_specific_configs' (60% confidence, 33 lines)
/home/jck/vulture-test/keystone/keystone/oauth1/validator.py:88: unused method 'invalidate_request_token' (60% confidence, 34 lines)
/home/jck/vulture-test/keystone/keystone/api/trusts.py:272: unused method 'post' (60% confidence, 37 lines)
/home/jck/vulture-test/keystone/keystone/notifications.py:502: unused function '_get_request_audit_info' (60% confidence, 39 lines)
/home/jck/vulture-test/keystone/keystone/auth/plugins/oauth1.py:30: unused class 'OAuth' (60% confidence, 41 lines)
/home/jck/vulture-test/keystone/keystone/api/users.py:629: unused method 'post' (60% confidence, 49 lines)
/home/jck/vulture-test/keystone/keystone/api/os_oauth1.py:140: unused method 'post' (60% confidence, 50 lines)
/home/jck/vulture-test/keystone/keystone/cmd/doctor/ldap.py:96: unused function 'symptom_LDAP_file_based_domain_specific_configs_formatted_correctly' (60% confidence, 50 lines)
/home/jck/vulture-test/keystone/keystone/api/os_oauth1.py:285: unused method 'put' (60% confidence, 51 lines)
/home/jck/vulture-test/keystone/keystone/credential/backends/sql.py:52: unused class 'Credential' (60% confidence, 69 lines)
/home/jck/vulture-test/keystone/keystone/identity/mapping_backends/sql.py:37: unused class 'Mapping' (60% confidence, 72 lines)
/home/jck/vulture-test/keystone/keystone/api/os_oauth1.py:193: unused method 'post' (60% confidence, 89 lines)
/home/jck/vulture-test/keystone/keystone/endpoint_policy/backends/sql.py:51: unused class 'EndpointPolicy' (60% confidence, 91 lines)
/home/jck/vulture-test/keystone/keystone/revoke/backends/sql.py:51: unused class 'Revoke' (60% confidence, 91 lines)
/home/jck/vulture-test/keystone/keystone/resource/config_backends/sql.py:51: unused class 'DomainConfig' (60% confidence, 106 lines)
/home/jck/vulture-test/keystone/keystone/assignment/role_backends/sql.py:22: unused class 'Role' (60% confidence, 130 lines)
/home/jck/vulture-test/keystone/keystone/limit/models/strict_two_level.py:26: unused class 'StrictTwoLevelModel' (60% confidence, 136 lines)
/home/jck/vulture-test/keystone/keystone/trust/backends/sql.py:72: unused class 'Trust' (60% confidence, 143 lines)
/home/jck/vulture-test/keystone/keystone/application_credential/backends/sql.py:100: unused class 'ApplicationCredential' (60% confidence, 165 lines)
/home/jck/vulture-test/keystone/keystone/oauth1/backends/sql.py:87: unused class 'OAuth1' (60% confidence, 171 lines)
/home/jck/vulture-test/keystone/keystone/limit/backends/sql.py:124: unused class 'UnifiedLimit' (60% confidence, 194 lines)
/home/jck/vulture-test/keystone/keystone/identity/shadow_backends/sql.py:32: unused class 'ShadowUsers' (60% confidence, 219 lines)
/home/jck/vulture-test/keystone/keystone/federation/backends/sql.py:174: unused class 'Federation' (60% confidence, 230 lines)
/home/jck/vulture-test/keystone/keystone/assignment/backends/sql.py:43: unused class 'Assignment' (60% confidence, 320 lines)
